genre,title,text,nouns,adjectives,verbs
tragedy,othello,"DESDEMONA.
How now, my dear Othello?
Your dinner, and the generous islanders
By you invited, do attend your presence.",dinner islander presence,dear generous,invite attend
tragedy,othello,"DESDEMONA.
Faith, that’s with watching, ’twill away again;
Let me but bind it hard, within this hour
It will be well.",hour,well,’ watch twill let bind
tragedy,othello,"EMILIA.
I am glad I have found this napkin;
This was her first remembrance from the Moor.
My wayward husband hath a hundred times
Woo’d me to steal it. But she so loves the token,
For he conjur’d her she should ever keep it,
That she reserves it evermore about her
To kiss and talk to. I’ll have the work ta’en out,
And give’t Iago. What he will do with it
Heaven knows, not I,
I nothing but to please his fantasy.",EMILIA napkin remembrance husband time token work fantasy,glad first wayward,find hath woo’d steal love conjur’d keep reserve evermore kiss talk know please
tragedy,othello,"EMILIA.
O, is that all? What will you give me now
For that same handkerchief?",EMILIA handkerchief,same,give
tragedy,othello,"EMILIA.
What handkerchief?
Why, that the Moor first gave to Desdemona,
That which so often you did bid me steal.",EMILIA handkerchief,steal,give bid
tragedy,othello,"IAGO.
A good wench, give it me.",wench,good,give
tragedy,othello,"EMILIA.
What will you do with’t, that you have been so earnest
To have me filch it?",EMILIA with’t,earnest,filch
tragedy,othello,"EMILIA.
If it be not for some purpose of import,
Give ’t me again. Poor lady, she’ll run mad
When she shall lack it.",EMILIA purpose import lady,poor mad,be give t run lack
tragedy,othello,"IAGO.
Be not acknown on’t, I have use for it.
Go, leave me.",on’t use,acknown,go leave
tragedy,othello,"I will in Cassio’s lodging lose this napkin,
And let him find it. Trifles light as air
Are to the jealous confirmations strong
As proofs of holy writ. This may do something.
The Moor already changes with my poison:
Dangerous conceits are in their natures poisons,
Which at the first are scarce found to distaste,
But with a little act upon the blood
Burn like the mines of sulphur. I did say so.",lodging napkin trifle light air confirmation proof poison conceit nature poison act blood mine sulphur,jealous strong dangerous first scarce little,lose let find change find distaste burn say
tragedy,othello,"Look, where he comes. Not poppy, nor mandragora,
Nor all the drowsy syrups of the world,
Shall ever medicine thee to that sweet sleep
Which thou ow’dst yesterday.",drowsy syrup world thee sleep thou yesterday,poppy sweet ow’dst,look come shall medicine
tragedy,othello,"OTHELLO.
Avaunt! be gone! Thou hast set me on the rack.
I swear ’tis better to be much abus’d
Than but to know’t a little.",hast rack abus’d,thou much little,go set swear tis know’t
tragedy,othello,"OTHELLO.
What sense had I of her stol’n hours of lust?
I saw’t not, thought it not, it harm’d not me.
I slept the next night well, was free and merry;
I found not Cassio’s kisses on her lips.
He that is robb’d, not wanting what is stol’n,
Let him not know’t, and he’s not robb’d at all.",sense stol’n hour lust night kiss lip robb’d stol’n robb’d,next free merry know’t,think sleep find want let ’
tragedy,othello,"OTHELLO.
I had been happy if the general camp,
Pioners and all, had tasted her sweet body,
So I had nothing known. O, now, for ever
Farewell the tranquil mind! Farewell content!
Farewell the plumed troops and the big wars
That make ambition virtue! O, farewell,
Farewell the neighing steed and the shrill trump,
The spirit-stirring drum, the ear-piercing fife,
The royal banner, and all quality,
Pride, pomp, and circumstance of glorious war!
And, O you mortal engines, whose rude throats
The immortal Jove’s dread clamours counterfeit,
Farewell! Othello’s occupation’s gone!",camp pioner body tranquil mind farewell content troop war ambition virtue neighing trump spirit drum ear fife banner quality pomp circumstance war engine throat dread occupation,happy general sweet big shrill royal glorious mortal rude immortal counterfeit,taste know plume make stee stir pierce clamour go
tragedy,othello,"OTHELLO.
Villain, be sure thou prove my love a whore;
Be sure of it. Give me the ocular proof,
Or, by the worth of man’s eternal soul,
Thou hadst been better have been born a dog
Than answer my wak’d wrath.",thou love whore proof worth man soul dog wrath,sure sure ocular eternal,prove give bear answer
tragedy,othello,"OTHELLO.
Make me to see’t, or at the least so prove it,
That the probation bear no hinge nor loop
To hang a doubt on, or woe upon thy life!",probation hinge loop doubt woe life,least,make prove bear hang
tragedy,othello,"OTHELLO.
If thou dost slander her and torture me,
Never pray more. Abandon all remorse;
On horror’s head horrors accumulate;
Do deeds to make heaven weep, all earth amaz’d;
For nothing canst thou to damnation add
Greater than that.",thou remorse horror head horror deed earth amaz’d thou damnation,more canst great,dost slander torture pray abandon accumulate make weep add
tragedy,othello,"IAGO.
O grace! O heaven defend me!
Are you a man? Have you a soul or sense?
God be wi’ you. Take mine office.—O wretched fool,
That liv’st to make thine honesty a vice!
O monstrous world! Take note, take note, O world,
To be direct and honest is not safe.
I thank you for this profit, and from hence
I’ll love no friend, sith love breeds such offence.",grace man soul sense mine fool liv’st thine honesty vice world note note world profit friend sith love offence,wi office.—o wretched monstrous direct honest safe such,defend take make take take thank love breed
tragedy,othello,"OTHELLO.
Nay, stay. Thou shouldst be honest.",shouldst,thou honest,stay be
tragedy,othello,"IAGO.
I should be wise; for honesty’s a fool,
And loses that it works for.",honesty fool,wise,’ lose work
tragedy,othello,"OTHELLO.
By the world,
I think my wife be honest, and think she is not.
I think that thou art just, and think thou art not.
I’ll have some proof: her name, that was as fresh
As Dian’s visage, is now begrim’d and black
As mine own face. If there be cords or knives,
Poison or fire, or suffocating streams,
I’ll not endure ’t. Would I were satisfied!",world wife art art proof name visage begrim’d face cord knife fire stream,honest thou thou fresh black own satisfied,think think think think be suffocate endure
tragedy,othello,"IAGO.
I see, sir, you are eaten up with passion.
I do repent me that I put it to you.
You would be satisfied?",passion,satisfied,see eat repent put
tragedy,othello,"IAGO.
And may; but how? How satisfied, my lord?
Would you, the supervisor, grossly gape on,
Behold her topp’d?",supervisor topp’d,satisfied,gape behold
tragedy,othello,"IAGO.
It were a tedious difficulty, I think,
To bring them to that prospect. Damn them then,
If ever mortal eyes do see them bolster
More than their own! What then? How then?
What shall I say? Where’s satisfaction?
It is impossible you should see this,
Were they as prime as goats, as hot as monkeys,
As salt as wolves in pride, and fools as gross
As ignorance made drunk. But yet I say,
If imputation and strong circumstances,
Which lead directly to the door of truth,
Will give you satisfaction, you may have’t.",difficulty prospect eye satisfaction goat monkey salt wolf pride fool ignorance imputation circumstance door truth satisfaction,tedious mortal More own impossible prime hot gross drunk strong,think bring damn see bolster say ’s see make say lead give
tragedy,othello,"OTHELLO.
Give me a living reason she’s disloyal.",reason,disloyal,give live ’
tragedy,othello,"IAGO.
I do not like the office,
But sith I am enter’d in this cause so far,
Prick’d to ’t by foolish honesty and love,
I will go on. I lay with Cassio lately,
And being troubled with a raging tooth,
I could not sleep.
There are a kind of men so loose of soul,
That in their sleeps will mutter their affairs.
One of this kind is Cassio:
In sleep I heard him say, “Sweet Desdemona,
Let us be wary, let us hide our loves;”
And then, sir, would he gripe and wring my hand,
Cry “O sweet creature!” and then kiss me hard,
As if he pluck’d up kisses by the roots,
That grew upon my lips, then laid his leg
Over my thigh, and sigh’d and kiss’d, and then
Cried “Cursed fate that gave thee to the Moor!”",office enter’d cause prick’d t honesty love tooth kind man soul sleep affair kind sleep love hand creature kiss root lip leg thigh sigh’d fate,foolish loose wary sweet cursed,like go lie trouble rage sleep mutter hear say let let hide gripe wre kiss pluck’d grow lay kiss’d cry give
tragedy,othello,"OTHELLO.
But this denoted a foregone conclusion.
’Tis a shrewd doubt, though it be but a dream.",foregone conclusion doubt dream,shrewd,denote ti be
tragedy,othello,"IAGO.
And this may help to thicken other proofs
That do demonstrate thinly.",proof,other,help thicken demonstrate
tragedy,othello,"IAGO.
Nay, but be wise. Yet we see nothing done,
She may be honest yet. Tell me but this,
Have you not sometimes seen a handkerchief
Spotted with strawberries in your wife’s hand?",handkerchief strawberry wife hand,wise honest,see do tell see spot
tragedy,othello,"OTHELLO.
I gave her such a one, ’twas my first gift.",gift,first,give twa
tragedy,othello,"IAGO.
I know not that: but such a handkerchief
(I am sure it was your wife’s) did I today
See Cassio wipe his beard with.",handkerchief wife today beard,sure,know see wipe
tragedy,othello,"IAGO.
If it be that, or any that was hers,
It speaks against her with the other proofs.",her proof,other,be speak
tragedy,othello,"OTHELLO.
O, that the slave had forty thousand lives!
One is too poor, too weak for my revenge!
Now do I see ’tis true. Look here, Iago;
All my fond love thus do I blow to heaven.
’Tis gone.
Arise, black vengeance, from thy hollow hell!
Yield up, O love, thy crown and hearted throne
To tyrannous hate! Swell, bosom, with thy fraught,
For ’tis of aspics’ tongues!",slave life revenge tis love vengeance hell love crown throne hate bosom tis aspic tongue,poor weak true fond black hollow thy hearted tyrannous fraught,see look blow ti go yield
tragedy,othello,"OTHELLO.
Never, Iago. Like to the Pontic Sea,
Whose icy current and compulsive course
Ne’er feels retiring ebb, but keeps due on
To the Propontic and the Hellespont;
Even so my bloody thoughts, with violent pace
Shall ne’er look back, ne’er ebb to humble love,
Till that a capable and wide revenge
Swallow them up. Now by yond marble heaven,
In the due reverence of a sacred vow [_Kneels._]
I here engage my words.",course ne’er ebb thought pace ne’er ne’er ebb love revenge marble reverence vow word,icy current compulsive bloody violent humble capable wide due sacred,feel retire keep look swallow engage
tragedy,othello,"IAGO.
Do not rise yet. [_Kneels._]
Witness, you ever-burning lights above,
You elements that clip us round about,
Witness that here Iago doth give up
The execution of his wit, hands, heart,
To wrong’d Othello’s service! Let him command,
And to obey shall be in me remorse,
What bloody business ever.",light element doth execution wit hand heart service remorse business,bloody,rise burn clip witness give wrong’d let command obey
tragedy,othello,"OTHELLO.
I greet thy love,
Not with vain thanks, but with acceptance bounteous,
And will upon the instant put thee to ’t.
Within these three days let me hear thee say
That Cassio’s not alive.",love thank acceptance instant put day,vain bounteous alive,greet let hear say ’
tragedy,othello,"IAGO.
My friend is dead. ’Tis done at your request.
But let her live.",friend request,dead,ti do let live
tragedy,othello,"OTHELLO.
Damn her, lewd minx! O, damn her, damn her!
Come, go with me apart, I will withdraw
To furnish me with some swift means of death
For the fair devil. Now art thou my lieutenant.",minx mean death devil art thou lieutenant,lewd swift fair,damn come go withdraw furnish
tragedy,othello,"CLOWN.
I know not where he lodges; and for me to devise a lodging, and say he
lies here, or he lies there, were to lie in mine own throat.",lodging throat,own,know lodge devise say lie lie lie
tragedy,othello,"DESDEMONA.
Seek him, bid him come hither. Tell him I have moved my lord on his
behalf, and hope all will be well.",lord behalf,well,seek bid come tell move hope
tragedy,othello,"DESDEMONA.
Believe me, I had rather have lost my purse
Full of crusadoes. And but my noble Moor
Is true of mind and made of no such baseness
As jealous creatures are, it were enough
To put him to ill thinking.",purse crusado mind baseness creature thinking,full noble true such jealous enough ill,believe lose make put
tragedy,othello,"DESDEMONA.
Who, he? I think the sun where he was born
Drew all such humours from him.",sun humour,such,think bear
tragedy,othello,"OTHELLO.
This argues fruitfulness and liberal heart.
Hot, hot, and moist. This hand of yours requires
A sequester from liberty, fasting and prayer,
Much castigation, exercise devout;
For here’s a young and sweating devil here
That commonly rebels. ’Tis a good hand,
A frank one.",heart moist hand your sequester liberty fasting prayer castigation exercise devil rebel hand,fruitfulness liberal hot hot much young good frank,argue require ’ sweat tis
tragedy,othello,"OTHELLO.
A liberal hand. The hearts of old gave hands,
But our new heraldry is hands, not hearts.",hand heart hand heraldry hand heart,liberal old new,give
tragedy,othello,"OTHELLO.
I have a salt and sorry rheum offends me.
Lend me thy handkerchief.",salt rheum handkerchief,sorry,offend lend
tragedy,othello,"OTHELLO.
That is a fault. That handkerchief
Did an Egyptian to my mother give.
She was a charmer, and could almost read
The thoughts of people. She told her, while she kept it,
’Twould make her amiable and subdue my father
Entirely to her love. But if she lost it,
Or made a gift of it, my father’s eye
Should hold her loathed, and his spirits should hunt
After new fancies: she, dying, gave it me,
And bid me, when my fate would have me wive,
To give it her. I did so; and take heed on’t,
Make it a darling like your precious eye.
To lose’t or give’t away were such perdition
As nothing else could match.",fault handkerchief mother charmer thought people father love gift father eye spirit fancy dying fate darling eye perdition,amiable new wive precious such,give read tell keep make subdue lose make hold loathe hunt give bid give take make lose’t give’t match
tragedy,othello,"OTHELLO.
’Tis true. There’s magic in the web of it.
A sibyl, that had number’d in the world
The sun to course two hundred compasses,
In her prophetic fury sew’d the work;
The worms were hallow’d that did breed the silk,
And it was dyed in mummy, which the skillful
Conserv’d of maiden’s hearts.",magic web sibyl number’d world sun compass fury work worm silk conserv’d maiden heart,true prophetic hallow’d skillful,ti ’ course breed dye
tragedy,othello,"OTHELLO.
Most veritable, therefore look to ’t well.",t,veritable,look
tragedy,othello,"DESDEMONA.
Come, come.
You’ll never meet a more sufficient man.",man,sufficient,come come meet
tragedy,othello,"DESDEMONA.
A man that all his time
Hath founded his good fortunes on your love,
Shar’d dangers with you,—",man time fortune love,good,found danger
tragedy,othello,"DESDEMONA.
I ne’er saw this before.
Sure there’s some wonder in this handkerchief,
I am most unhappy in the loss of it.",ne’er wonder handkerchief loss,unhappy,see ’
tragedy,othello,"EMILIA.
’Tis not a year or two shows us a man:
They are all but stomachs and we all but food;
They eat us hungerly, and when they are full,
They belch us.",EMILIA year man stomach food,full,tis show eat belch
tragedy,othello,"IAGO.
There is no other way; ’tis she must do ’t,
And, lo, the happiness! Go and importune her.",way t happiness,other,tis go importune
tragedy,othello,"DESDEMONA.
How now, good Cassio, what’s the news with you?",news,good,’
tragedy,othello,"CASSIO.
Madam, my former suit: I do beseech you
That by your virtuous means I may again
Exist, and be a member of his love,
Whom I, with all the office of my heart,
Entirely honour. I would not be delay’d.
If my offence be of such mortal kind
That nor my service past, nor present sorrows,
Nor purpos’d merit in futurity,
Can ransom me into his love again,
But to know so must be my benefit;
So shall I clothe me in a forc’d content,
And shut myself up in some other course
To fortune’s alms.",suit mean member love office heart offence be kind service past sorrow merit futurity love benefit content course alm,former virtuous honour delay’d such mortal present forc’d other,beseech exist purpos’d ransom know clothe shut
tragedy,othello,"DESDEMONA.
Alas, thrice-gentle Cassio,
My advocation is not now in tune;
My lord is not my lord; nor should I know him
Were he in favour as in humour alter’d.
So help me every spirit sanctified,
As I have spoken for you all my best,
And stood within the blank of his displeasure
For my free speech! You must awhile be patient.
What I can do I will; and more I will
Than for myself I dare. Let that suffice you.",thrice advocation tune lord favour humour spirit blank displeasure speech,gentle good free patient more,know help sanctify speak stand dare let suffice
tragedy,othello,"EMILIA.
He went hence but now,
And certainly in strange unquietness.",EMILIA unquietness,strange,go
tragedy,othello,"IAGO.
Can he be angry? I have seen the cannon,
When it hath blown his ranks into the air
And, like the devil, from his very arm
Puff’d his own brother, and can he be angry?
Something of moment then. I will go meet him.
There’s matter in’t indeed if he be angry.",cannon rank air devil arm brother moment matter,angry very own angry angry,see hath blow go meet ’ be
tragedy,othello,"Something sure of state,
Either from Venice, or some unhatch’d practice
Made demonstrable here in Cyprus to him,
Hath puddled his clear spirit, and in such cases
Men’s natures wrangle with inferior things,
Though great ones are their object. ’Tis even so.
For let our finger ache, and it indues
Our other healthful members even to that sense
Of pain. Nay, we must think men are not gods,
Nor of them look for such observancy
As fits the bridal. Beshrew me much, Emilia,
I was (unhandsome warrior as I am)
Arraigning his unkindness with my soul;
But now I find I had suborn’d the witness,
And he’s indicted falsely.",state practice spirit case man nature thing one object finger member sense pain man god observancy bridal warrior soul witness,sure unhatch’d demonstrable clear such inferior great other healthful such much unhandsome unkindness,make puddle wrangle tis let indue think look fit arraign find ’s indict
tragedy,othello,"EMILIA.
Pray heaven it be state matters, as you think,
And no conception nor no jealous toy
Concerning you.",EMILIA state matter conception toy,jealous,think concern
tragedy,othello,"EMILIA.
But jealous souls will not be answer’d so;
They are not ever jealous for the cause,
But jealous for they are jealous: ’tis a monster
Begot upon itself, born on itself.",EMILIA soul answer’d cause monster,jealous jealous jealous jealous,tis bear
tragedy,othello,"DESDEMONA.
I will go seek him. Cassio, walk hereabout:
If I do find him fit, I’ll move your suit,
And seek to effect it to my uttermost.",cassio suit uttermost,fit,go seek walk find move seek effect
tragedy,othello,"CASSIO.
What make you from home?
How is it with you, my most fair Bianca?
I’ faith, sweet love, I was coming to your house.",home faith love house,fair sweet,make come
tragedy,othello,"BIANCA.
And I was going to your lodging, Cassio.
What, keep a week away? Seven days and nights?
Eight score eight hours, and lovers’ absent hours,
More tedious than the dial eight score times?
O weary reckoning!",lodging week day night score hour lover hour dial score time reckoning,absent tedious weary,go keep
tragedy,othello,"CASSIO.
Pardon me, Bianca.
I have this while with leaden thoughts been press’d,
But I shall in a more continuate time
Strike off this score of absence. Sweet Bianca,",while thought time score absence,leaden continuate,strike
tragedy,othello,"BIANCA.
O Cassio, whence came this?
This is some token from a newer friend.
To the felt absence now I feel a cause.
Is’t come to this? Well, well.",whence token friend absence cause,new,come feel feel come
tragedy,othello,"CASSIO.
Go to, woman!
Throw your vile guesses in the devil’s teeth,
From whence you have them. You are jealous now
That this is from some mistress, some remembrance.
No, in good troth, Bianca.",woman guess devil tooth whence mistress remembrance,vile jealous good,go throw
tragedy,othello,"CASSIO.
I know not neither. I found it in my chamber.
I like the work well. Ere it be demanded,
As like enough it will, I’d have it copied.
Take it, and do ’t, and leave me for this time.",chamber work ere t time,enough,know find like demand copy take leave
tragedy,othello,"CASSIO.
I do attend here on the general,
And think it no addition, nor my wish,
To have him see me woman’d.",general addition wish,woman’d,attend think see
tragedy,othello,"BIANCA.
But that you do not love me.
I pray you bring me on the way a little,
And say if I shall see you soon at night.",way night,little,love pray bring say see
tragedy,othello,"CASSIO.
’Tis but a little way that I can bring you,
For I attend here. But I’ll see you soon.",way,little,bring attend see
tragedy,othello,"IAGO.
Or to be naked with her friend in bed
An hour or more, not meaning any harm?",friend bed hour harm,naked more,mean
tragedy,othello,"OTHELLO.
Naked in bed, Iago, and not mean harm?
It is hypocrisy against the devil:
They that mean virtuously and yet do so,
The devil their virtue tempts, and they tempt heaven.",bed harm hypocrisy devil devil virtue tempt,naked,mean mean tempt
tragedy,othello,"IAGO.
So they do nothing, ’tis a venial slip.
But if I give my wife a handkerchief—",slip wife handkerchief,venial,tis give
tragedy,othello,"IAGO.
Her honour is an essence that’s not seen;
They have it very oft that have it not:
But for the handkerchief—",honour essence handkerchief,oft,’ see
tragedy,othello,"OTHELLO.
By heaven, I would most gladly have forgot it.
Thou said’st (O, it comes o’er my memory,
As doth the raven o’er the infected house,
Boding to all) he had my handkerchief.",memory o’er house handkerchief,raven infected,forget come o’er
tragedy,othello,"IAGO.
What
If I had said I had seen him do you wrong?
Or heard him say (as knaves be such abroad,
Who having, by their own importunate suit,
Or voluntary dotage of some mistress,
Convinced or supplied them, cannot choose
But they must blab.)",knave importunate suit dotage mistress,wrong such own voluntary convinced,say see hear say be have supply choose blab
tragedy,othello,"OTHELLO.
Lie with her! lie on her!—We say lie on her when they belie her.—Lie
with her! that’s fulsome. Handkerchief—confessions—handkerchief! To
confess, and be hanged for his labour. First, to be hanged, and then to
confess. I tremble at it. Nature would not invest herself in such
shadowing passion without some instruction. It is not words that shake
me thus. Pish! Noses, ears, and lips. Is’t
possible?—Confess?—handkerchief?—O devil!—",lie her.—Lie handkerchief confession handkerchief labour nature passion instruction word nose ear lip possible?—confess?—handkerchief?—o devil,fulsome such,lie say lie belie ’ confess hang hang confess tremble invest shadow shake
tragedy,othello,"IAGO.
Work on,
My medicine, work! Thus credulous fools are caught,
And many worthy and chaste dames even thus,
All guiltless, meet reproach. What, ho! my lord!
My lord, I say! Othello!",medicine work fool dame guiltless reproach lord,credulous many worthy,work catch chaste meet say
tragedy,othello,"IAGO.
My lord is fallen into an epilepsy.
This is his second fit. He had one yesterday.",lord epilepsy fit yesterday,second,fall
tragedy,othello,"IAGO.
No, forbear;
The lethargy must have his quiet course.
If not, he foams at mouth, and by and by
Breaks out to savage madness. Look, he stirs:
Do you withdraw yourself a little while,
He will recover straight. When he is gone,
I would on great occasion speak with you.",no forbear lethargy course mouth madness while occasion,quiet little great,foam savage look stir withdraw recover go speak
tragedy,othello,"How is it, general? Have you not hurt your head?",head,general,hurt
tragedy,othello,"OTHELLO.
Dost thou mock me?",thou,dost,mock
tragedy,othello,"OTHELLO.
A horned man’s a monster and a beast.",man monster beast,horned,’
tragedy,othello,"IAGO.
There’s many a beast, then, in a populous city,
And many a civil monster.",beast city monster,many populous many civil,’
tragedy,othello,"IAGO.
Good sir, be a man.
Think every bearded fellow that’s but yok’d
May draw with you. There’s millions now alive
That nightly lie in those unproper beds
Which they dare swear peculiar: your case is better.
O, ’tis the spite of hell, the fiend’s arch-mock,
To lip a wanton in a secure couch,
And to suppose her chaste! No, let me know,
And knowing what I am, I know what she shall be.",sir man fellow million lie unproper bed case spite hell fiend mock wanton couch chaste,bearded alive peculiar well arch secure,think ’ draw ’ dare swear tis lip suppose let know know know
tragedy,othello,"OTHELLO.
O, thou art wise, ’tis certain.",art,thou wise certain,tis
tragedy,othello,"IAGO.
Stand you awhile apart,
Confine yourself but in a patient list.
Whilst you were here o’erwhelmed with your grief,
(A passion most unsuiting such a man)
Cassio came hither. I shifted him away,
And laid good ’scuse upon your ecstasy,
Bade him anon return, and here speak with me,
The which he promis’d. Do but encave yourself,
And mark the fleers, the gibes, and notable scorns,
That dwell in every region of his face;
For I will make him tell the tale anew,
Where, how, how oft, how long ago, and when
He hath, and is again to cope your wife:
I say, but mark his gesture. Marry, patience,
Or I shall say you are all in all in spleen,
And nothing of a man.",patient list grief passion man scuse ecstasy return fleer gibe scorn dwell region face tale wife gesture patience spleen man,good notable oft,stand confine o’erwhelme unsuite come shift lay speak promis’d encave mark make tell hath cope say mark say
tragedy,othello,"OTHELLO.
Dost thou hear, Iago?
I will be found most cunning in my patience;
But,—dost thou hear?—most bloody.",thou hear patience thou,dost cunning bloody,find
tragedy,othello,"IAGO.
That’s not amiss.
But yet keep time in all. Will you withdraw?",time,amiss,’ keep withdraw
tragedy,othello,"Now will I question Cassio of Bianca,
A housewife that by selling her desires
Buys herself bread and clothes: it is a creature
That dotes on Cassio, (as ’tis the strumpet’s plague
To beguile many and be beguil’d by one.)
He, when he hears of her, cannot refrain
From the excess of laughter. Here he comes.",housewife desire bread clothe creature strumpet plague excess laughter,many beguil’d,question sell buy dote tis beguile hear refrain come
tragedy,othello,"As he shall smile Othello shall go mad,
And his unbookish jealousy must construe
Poor Cassio’s smiles, gestures, and light behaviour
Quite in the wrong. How do you now, lieutenant?",jealousy smile gesture behaviour wrong,mad unbookish light lieutenant,smile go construe
tragedy,othello,"IAGO.
Ply Desdemona well, and you are sure on’t.
[_Speaking lower._] Now, if this suit lay in Bianca’s power,
How quickly should you speed!",on’t _ suit power,sure,speak lie speed
tragedy,othello,"CASSIO.
Alas, poor rogue! I think, i’ faith, she loves me.",rogue faith,poor,think love
tragedy,othello,"CASSIO.
I marry her? What? A customer? I prithee, bear some charity to my wit,
do not think it so unwholesome. Ha, ha, ha!",customer prithee charity wit,unwholesome,marry bear think
tragedy,othello,"CASSIO.
This is the monkey’s own giving out. She is persuaded I will marry her,
out of her own love and flattery, not out of my promise.",monkey love flattery promise,own own,give persuade marry
tragedy,othello,"CASSIO.
She was here even now. She haunts me in every place. I was the other
day talking on the sea-bank with certain Venetians, and thither comes
the bauble, and falls thus about my neck.",place day sea bank neck,other certain bauble,haunt talk come fall
tragedy,othello,"CASSIO.
’Tis such another fitchew! Marry, a perfum’d one.
What do you mean by this haunting of me?",fitchew haunting,such,tis mean
tragedy,othello,"BIANCA.
Let the devil and his dam haunt you! What did you mean by that same
handkerchief you gave me even now? I was a fine fool to take it. I must
take out the work? A likely piece of work, that you should find it in
your chamber and not know who left it there! This is some minx’s token,
and I must take out the work? There, give it your hobby-horse.
Wheresoever you had it, I’ll take out no work on’t.",devil dam handkerchief fool work piece work chamber minx work hobby horse work on’t,same fine likely token,let haunt mean give take take find know leave take give take
tragedy,othello,"BIANCA.
If you’ll come to supper tonight, you may. If you will not, come when
you are next prepared for.",tonight,prepared,come supper come
tragedy,othello,"IAGO.
Yours, by this hand: and to see how he prizes the foolish woman your
wife! she gave it him, and he hath given it his whore.",your hand woman wife whore,foolish,see prize give hath give
tragedy,othello,"OTHELLO.
Ay, let her rot, and perish, and be damned tonight, for she shall not
live. No, my heart is turned to stone; I strike it, and it hurts my
hand. O, the world hath not a sweeter creature. She might lie by an
emperor’s side, and command him tasks.",perish tonight heart stone hand world creature emperor side task,sweet,let rot damn live turn strike hurt hath lie command
tragedy,othello,"OTHELLO.
Hang her, I do but say what she is. So delicate with her needle, an
admirable musician! O, she will sing the savageness out of a bear! Of
so high and plenteous wit and invention!",needle musician savageness bear wit invention,admirable high plenteous,hang say sing
tragedy,othello,"OTHELLO.
Nay, that’s certain. But yet the pity of it, Iago! O Iago, the pity of
it, Iago!",pity pity,certain,’
tragedy,othello,"IAGO.
If you are so fond over her iniquity, give her patent to offend, for if
it touch not you, it comes near nobody.",iniquity patent,fond,give offend touch come
tragedy,othello,"OTHELLO.
Good, good. The justice of it pleases. Very good.",justice,good good,please
tragedy,othello,"IAGO.
And for Cassio, let me be his undertaker. You shall hear more by
midnight.",undertaker midnight,more,let hear
tragedy,othello,"IAGO.
Something from Venice, sure. ’Tis Lodovico
Come from the duke. See, your wife is with him.",duke wife,sure,come see
tragedy,othello,"LODOVICO.
Save you, worthy general!",general,worthy,save
tragedy,othello,"DESDEMONA.
And what’s the news, good cousin Lodovico?",news cousin,good,’
tragedy,othello,"LODOVICO.
He did not call; he’s busy in the paper.
Is there division ’twixt my lord and Cassio?",paper division lord,busy,call ’ twixt
tragedy,othello,"DESDEMONA.
A most unhappy one. I would do much
To atone them, for the love I bear to Cassio.",love,unhappy much,atone bear
tragedy,othello,"DESDEMONA.
Trust me, I am glad on’t.",on’t,glad,trust
tragedy,othello,"LODOVICO.
Truly, an obedient lady.
I do beseech your lordship, call her back.",lady lordship,obedient,beseech call
tragedy,othello,"OTHELLO.
Ay, you did wish that I would make her turn.
Sir, she can turn, and turn, and yet go on,
And turn again. And she can weep, sir, weep;
And she’s obedient, as you say, obedient,
Very obedient. Proceed you in your tears.
Concerning this, sir,—O well-painted passion!
I am commanded home.—Get you away;
I’ll send for you anon.—Sir, I obey the mandate,
And will return to Venice.—Hence, avaunt!","turn sir tear sir,—o passion home.—get mandate venice.—hence",obedient obedient obedient,wish make turn turn go turn weep weep ’ say proceed concern paint command send obey return
tragedy,othello,"Cassio shall have my place. And, sir, tonight,
I do entreat that we may sup together.
You are welcome, sir, to Cyprus. Goats and monkeys!",cassio place tonight goat monkey,welcome,entreat sup
tragedy,othello,"LODOVICO.
Is this the noble Moor, whom our full senate
Call all in all sufficient? Is this the nature
Whom passion could not shake? whose solid virtue
The shot of accident nor dart of chance
Could neither graze nor pierce?",nature passion virtue shot accident dart chance,noble full sufficient solid,call shake graze pierce
tragedy,othello,"IAGO.
Faith, that was not so well; yet would I knew
That stroke would prove the worst!",stroke,bad,know prove
tragedy,othello,"LODOVICO.
Is it his use?
Or did the letters work upon his blood,
And new-create this fault?",use letter blood create fault,new,work
tragedy,othello,"IAGO.
Alas, alas!
It is not honesty in me to speak
What I have seen and known. You shall observe him,
And his own courses will denote him so
That I may save my speech: do but go after,
And mark how he continues.",course speech,honesty own,speak see know observe denote save go mark continue
tragedy,othello,"EMILIA.
I durst, my lord, to wager she is honest,
Lay down my soul at stake: if you think other,
Remove your thought, it doth abuse your bosom.
If any wretch have put this in your head,
Let heaven requite it with the serpent’s curse,
For if she be not honest, chaste, and true,
There’s no man happy. The purest of their wives
Is foul as slander.",EMILIA soul stake thought bosom wretch head serpent curse man wife,honest other honest chaste true happy pure foul slander,durst wager think remove abuse put let requite be ’
tragedy,othello,"She says enough. Yet she’s a simple bawd
That cannot say as much. This is a subtle whore,
A closet lock and key of villainous secrets.
And yet she’ll kneel and pray. I have seen her do ’t.",bawd whore closet lock key secret,simple much subtle villainous,say ’ say kneel pray see
tragedy,othello,"DESDEMONA.
What horrible fancy’s this?",fancy,horrible,’
tragedy,othello,"OTHELLO.
Come, swear it, damn thyself,
Lest, being like one of heaven, the devils themselves
Should fear to seize thee. Therefore be double-damn’d.
Swear thou art honest.",devil damn’d thou art,double honest,come swear fear seize
